gene,mean_AD,mean_Control,log2FC,t_stat,p_value,p_adj
ALOX5,7.031184870837973,7.6308578213747795,-0.5996729505368066,-1.6943011031013389,0.10644017613818745,0.1892011269474995
C11orf68,8.84785146211878,9.18746654242633,-0.33961508030755105,-1.6871434353145207,0.10648762895221822,0.18923629058669972
PADI1,8.081713359068969,7.517133728521552,0.5645796305474171,1.686602062313314,0.10649576129980859,0.18923629058669972
SS18L1,8.740226216989782,8.297707100843928,0.4425191161458546,1.6909537966397084,0.10662679058567287,0.1894372778623778
SLITRK5,7.696182519699448,8.401408482737072,-0.7052259630376234,-1.6858096053961298,0.10675439038350709,0.1896002454207079
LOC100507311,7.061887990125034,6.582922371952317,0.4789656181727171,1.685552574589495,0.10673922167232867,0.1896002454207079
LMBRD2,9.188279052485102,9.883354716618149,-0.6950756641330464,-1.6854071942896445,0.10679860190555031,0.18964690420688263
C12orf4,8.680414527586228,8.230241072267766,0.45017345531846154,1.6879085032400725,0.10684558200495985,0.18969846277702898
ARF6,8.315191184712369,7.785775713583664,0.5294154711287042,1.6853254905003274,0.1069536070827014,0.1898583678373193
RNF130,9.607217828507158,9.15955893425604,0.44765889425111816,1.6836684003739544,0.10709482344929033,0.19004522052752193
MLKL,7.177411870164572,6.489189508333182,0.6882223618313894,1.7141609654462384,0.10709107853001568,0.19004522052752193
DCP1B,7.397244230734474,7.881566498017293,-0.4843222672828187,-1.7406563240906303,0.10718647630193917,0.19017593840010052
XPO6,9.936754859790351,9.597720228327205,0.3390346314631465,1.689265882336586,0.10725510385936213,0.1902338427680062
TMEM161B,7.771037039000025,7.196282022622029,0.5747550163779964,1.6838437755715339,0.10724763466974871,0.1902338427680062
EWSR1,9.684131283997559,9.43676075827207,0.24737052572548812,1.6869555490878136,0.10730334827349146,0.19028748441521193
C3orf14,8.912275470589748,9.33463916300602,-0.4223636924162726,-1.6883924257784944,0.10735175529842998,0.19034139638706868
ARNTL,8.32741053478599,7.880420261539642,0.44699027324634777,1.6860703599124491,0.10742250216307336,0.19043489357133128
SLC25A19,6.937712300582779,7.668634334990742,-0.7309220344079623,-1.7217661622383644,0.10744240750711176,0.1904382444261701
TRMT11,7.724017643164871,8.095961297334384,-0.37194365416951314,-1.6848219044210135,0.10747332119877992,0.19046110283190318
HAUS1,5.79067465764736,6.317594667321368,-0.5269200096740079,-1.696485467388204,0.10752477441185868,0.1905203470177268
ZNF823,6.1899135446461475,5.609810633876639,0.5801029107695088,1.7155877025210664,0.10762892474629306,0.19067292835479535
EML2,7.527355950250886,7.113856507957248,0.413499442293638,1.7422861179469948,0.10772587798221567,0.19081271048089843
PKDCC,7.915896166764601,7.523591399503863,0.3923047672607387,1.6899142875671667,0.10780967691958422,0.19092914972640726
USP49,8.17047314521906,7.888999129593756,0.28147401562530305,1.6803038623056048,0.10784542801945197,0.19096047229373983
KIAA1143,9.361158193705663,8.84260192933061,0.5185562643750519,1.6793486583819044,0.10804778521398765,0.1912867421699989
OAZ1,12.7604553853597,12.585036463511548,0.1754189218481521,1.6798111610191586,0.10827667809833529,0.19165987343896557
AF070581,6.874715234057961,7.322781367539468,-0.4480661334815075,-1.6782562236981358,0.10842267737735918,0.1918861748796357
CRADD,7.590976808773294,7.255789560155222,0.33518724861807225,1.6849833251905513,0.10872522974099746,0.19238942142485507
IFT52,7.628817844121537,7.93740508278646,-0.30858723866492355,-1.67889850558744,0.10876759065191753,0.19243216749479836
NABP1,5.997668777904878,6.39711223364811,-0.39944345574323137,-1.7218989946825185,0.10887863881404537,0.19259640075355985
NDUFB2,10.55722524465718,11.020106915442003,-0.4628816707848227,-1.7071341911320428,0.1090250996962883,0.19282321045498807
NATD1,7.862277752585223,8.271584746910026,-0.4093069943248029,-1.675470896039074,0.10907902894988739,0.1928863190079056
MICAL1,8.305843565809866,8.74505833205546,-0.43921476624559475,-1.681575649441431,0.10913456927384732,0.19295225485764175
GEMIN6,7.952777295417403,7.648919281441414,0.30385801397598833,1.6739624781582474,0.10933002273619066,0.19326549671308887
MYSM1,7.236684075014817,7.853986454822215,-0.6173023798073984,-1.674997143873495,0.1094653086359215,0.19347229185593146
MRPS7,7.44854485432886,7.652452377512336,-0.20390752318347616,-1.6717098057078639,0.10952134262176552,0.19351127974095927
ARHGEF37,8.547465758129613,8.171768810087308,0.3756969480423056,1.6895301282424757,0.10954228530601648,0.19351127974095927
ZNF341,6.332767638525953,7.17120110488421,-0.8384334663582571,-1.6788670787095894,0.10954145898203026,0.19351127974095927
DZIP1,8.375258536019931,8.771731205732085,-0.39647266971215345,-1.6902186433464514,0.10961556443588931,0.19360837621583724
DAG1,9.404161024105676,9.70178465867646,-0.2976236345707832,-1.6831437220231855,0.10967906603929384,0.19368817358860257
C17orf89,9.027102161840933,9.27439957353849,-0.24729741169755748,-1.6724547796642517,0.10981534616543556,0.19389644635290118
TUSC2,8.667056684173446,8.189412706778684,0.47764397739476117,1.7002352085432224,0.10987006374469427,0.1939606619647901
SMS,8.686383822392713,8.193165745301076,0.4932180770916368,1.6958203950948265,0.1099240115827231,0.1939911062505786
DHRS1,7.29686199624322,7.722916047145821,-0.42605405090260096,-1.674090536213558,0.10991523386392237,0.1939911062505786
DDX58,7.551087746520234,7.0823059710111815,0.4687817755090524,1.6899559707948526,0.11012062734822112,0.19427899642366747
COL7A1,7.7925885114637765,7.296330513335492,0.49625799812828486,1.6785503346131485,0.11012389996884074,0.19427899642366747
GTDC1,9.20046497616105,8.780506160082378,0.41995881607867247,1.6939415954290948,0.11024508864216057,0.19446034240551968
DNAJC22,7.990298776383291,7.450134802809068,0.5401639735742227,1.6747295084070353,0.11028543075576071,0.19449904713365807
ZBTB2,7.4288636356256275,7.070946373869613,0.3579172617560147,1.6734192801396057,0.1103398575450356,0.19456257449684258
NEK6,7.416273627332261,7.04476969302635,0.37150393430591144,1.7157857981634763,0.1104556934287682,0.1947343454362089
RIPK2,6.382368095946587,6.644648313514676,-0.2622802175680885,-1.6667474596844818,0.11049359072791491,0.19476867560193237
SH3BP4,8.434549437173924,8.986824177721955,-0.5522747405480306,-1.6734487836478995,0.11052779931805294,0.19479649326294393
CASKIN1,10.93617262447834,11.485133068160128,-0.5489604436817874,-1.6736252887186875,0.11059638467432172,0.1948848778783555
KIAA1377,12.381334554239455,11.87375265582882,0.5075818984106348,1.6704942421655182,0.11067462357400457,0.19499024096680037
RP11-209A2.1,6.955846065247509,6.449443759101926,0.5064023061455831,1.6772731411329833,0.11077526991637099,0.1951350405409028
IP6K2,8.094249360071274,8.472502818945348,-0.3782534588740738,-1.676649439864057,0.1110543975710884,0.1955941414068603
SNX9,7.574183325362332,7.976115255766227,-0.40193193040389463,-1.698755792931458,0.11114774280053717,0.19572593522313483
TRIM36,7.898045090953461,8.647942402542743,-0.7498973115892813,-1.6726312092765088,0.11128489509727071,0.19590218585732702
RSAD1,8.49810250056762,8.121520863170993,0.37658163739662776,1.685353484967418,0.1112681387518849,0.19590218585732702
FLCN,8.974836641385087,8.557611917164955,0.4172247242201319,1.6625420708003618,0.11132471551169264,0.19593965495739307
ACBD3,9.201737724009776,8.83519794789866,0.3665397761111162,1.6803663805409856,0.11135544180306628,0.1959611079241241
PNRC1,7.456911694332595,6.926042497051881,0.5308691972807136,1.6630156309307433,0.11138200693077015,0.19597523223454913
TMEM200C,8.07806838411268,8.304412104898198,-0.22634372078551834,-1.6634415771887165,0.11150407703896063,0.19608280125477812
EPDR1,9.028262177975046,9.631676200517013,-0.6034140225419673,-1.6658582847319783,0.11148180915495041,0.19608280125477812
CDKN1A,8.036768472121596,7.442686622885232,0.5940818492363631,1.6673308326432836,0.11151734000035247,0.19608280125477812
SPAST,8.607199475320096,8.138095488921156,0.4691039863989399,1.6673322651583757,0.11147354085368623,0.19608280125477812
MSRB2,10.26456150207986,9.880087697085939,0.38447380499392203,1.677431197332542,0.11164212540579851,0.19626956721514985
AK5,10.324801213538064,11.08793532305249,-0.7631341095144251,-1.6617939284528584,0.11167597411545967,0.19628020138459076
NUFIP1,8.589968770307983,8.343960147987177,0.24600862232080623,1.6688127114792002,0.11168530993551352,0.19628020138459076
IFT20,9.457605611252443,9.175528781919589,0.28207682933285483,1.67084933120874,0.11185070608260501,0.1965382004652955
CD3EAP,7.440296690754404,7.714666208010067,-0.2743695172556633,-1.6788722295392384,0.11187037941594338,0.1965400998514106
DSPP,6.400271009583273,5.703718751537641,0.6965522580456316,1.6668100351867121,0.11190938801795194,0.19657596223625293
CNTN4,8.733881041295463,9.031158807422134,-0.2972777661266708,-1.6820812371397094,0.11195616123214804,0.1966171344960397
PROM1,5.651355501646335,6.256823426995566,-0.605467925349231,-1.6861276422886509,0.11197002645597948,0.1966171344960397
DACH1,6.209628153583148,5.666448978956031,0.5431791746271175,1.6824994214937499,0.11214839944579104,0.19689764666026527
CCDC18,6.286719651221821,5.866426548973087,0.42029310224873395,1.6628794155773134,0.1123323611952864,0.19718349478151437
SLC16A14,8.323938788449095,9.00848456918234,-0.6845457807332451,-1.666577301270048,0.11234851850052606,0.19718349478151437
NAGA,7.46477352870622,7.085729522882237,0.37904400582398345,1.6622405316993651,0.11255725250609239,0.19751705116897456
CASP1,6.925956488713931,6.530749008546859,0.3952074801670715,1.6557663128332072,0.11263775385378785,0.19762550970761683
METTL4,6.925177773445992,6.569177845147082,0.35599992829891036,1.6704782180618485,0.11273709204101165,0.19776697642972688
ARID5B,9.041241117755614,8.713686032933289,0.3275550848223254,1.6618256203747517,0.11278671333556692,0.19782119573092383
ARPC5L,8.98928779789463,9.63485000102081,-0.6455622031261807,-1.6654798520822294,0.11282691618665157,0.197826062532608
PRMT8,8.599213825131597,8.9862746030645,-0.38706077793290206,-1.6973129170546404,0.11282627285432882,0.197826062532608
ANKRD12,9.546418277939232,9.219503144061651,0.32691513387758064,1.6622740227046826,0.11291948093528972,0.1979555278552152
PREPL,11.824556626344043,11.182070677308555,0.6424859490354873,1.6563849886466508,0.1130611389405087,0.19817099979109892
BACH1,6.652493958377858,5.923073616612034,0.7294203417658238,1.6748599334549734,0.11309004537890786,0.19818880465856017
SIRPA,9.369354128708949,9.68132554542406,-0.31197141671511197,-1.6546168239250512,0.11312386470425444,0.1982152119656346
RNF167,8.41276908892257,8.772658676627538,-0.35988958770496815,-1.6540912699883172,0.11320009029739851,0.19828304134777128
GUCD1,7.743827703088904,7.017518641364835,0.7263090617240691,1.6929406256213013,0.11318162104675741,0.19828304134777128
PGRMC1,10.641295906502492,11.070154572995317,-0.42885866649282534,-1.6626441576018811,0.1132801276247971,0.19839036267755636
LRR1,5.8860157218951885,5.300840163788186,0.5851755581070028,1.680403970197772,0.11333089317959627,0.19844639254621702
LINC01128,8.692512429238596,9.017788532147987,-0.3252761029093918,-1.6943557762308288,0.11339520352957884,0.19852611734203013
C2orf68,6.07689228851085,5.400877479472888,0.6760148090379614,1.6925330155477725,0.11341880160689029,0.19853455071807208
CHEK1,7.037045367952665,6.338542542323561,0.6985028256291042,1.6569748206559878,0.11351287389626197,0.19866632284062669
LOC286437,8.21522482770153,8.72456861455898,-0.5093437868574497,-1.6708290355625932,0.11369510836705998,0.19895076320645522
WDR78,5.77302583898685,6.2787240598038245,-0.5056982208169742,-1.6513656377162471,0.11371303673194612,0.19895076320645522
ZDHHC8,7.949309060001298,7.4737519511354735,0.47555710886582414,1.6520633356505154,0.11381433713969272,0.1990950451602998
MRPL51,9.675455775555857,9.404247684182431,0.27120809137342583,1.671734797497041,0.11384580462882345,0.19911714108724232
PROS1,6.548648846505756,7.023384210409079,-0.4747353639033225,-1.6702880806187663,0.11396327750748157,0.1992896288720575
FTSJ3,7.961780931815279,8.260296247112548,-0.2985153152972684,-1.6526163445947422,0.1142215809012401,0.1997082917146889
PRDX3,7.337960179306522,8.229893678254303,-0.8919334989477807,-1.6486185963543514,0.11427828222978012,0.199774387539442
RASL10B,6.927847651744749,7.649247889276214,-0.7214002375314656,-1.649917389919761,0.11476122416567877,0.20055230627465537
SREBF2,8.532479345510646,7.953348421457518,0.5791309240531284,1.6458263154620323,0.11474371780049943,0.20055230627465537
FUT9,10.180463907117714,9.729445275741112,0.45101863137660203,1.6477180531525528,0.1149555437963189,0.20082549222787754
TMED9,11.422098444335141,11.138056254377178,0.2840421899579635,1.7094867527596458,0.11494021965702433,0.20082549222787754
SNCAIP,7.10228319310148,7.720511010874578,-0.6182278177730982,-1.6457010597707993,0.11502093790164906,0.20090653247824394
CDH12,5.74223827598275,7.0267396841596925,-1.2845014081769426,-1.6606433673240222,0.1152940415984607,0.20135029138234398
ERCC2,7.908040871063413,7.551450361738706,0.3565905093247075,1.6567390262769068,0.11534677732556792,0.20140911514842724
MMADHC,7.887719262058186,8.610019570620237,-0.7223003085620503,-1.648380174872567,0.11552167472518379,0.20168119298429693
RHOA,9.82147732674331,9.562319674072512,0.2591576526707975,1.6418439354110572,0.11573042744227009,0.20201227683161113
ABHD3,7.1519940591935764,6.488190716933117,0.6638033422604597,1.655227879325615,0.11596910666574038,0.2023954806939973
LINC00092,6.464865598957838,6.765474627059591,-0.3006090281017535,-1.638865333054404,0.11627835129721657,0.20290169223553586
AHCYL2,9.188673847153396,8.824661642270238,0.3640122048831582,1.6382575652601736,0.11636756331250431,0.20302385076357204
DDX26B,7.047514740324535,7.390443706831329,-0.3429289665067943,-1.6441404465083171,0.11640404937153914,0.20305399437401653
CHUK,7.208517661591711,6.40458114655837,0.8039365150333406,1.6577689060770422,0.11651144628734218,0.20314942175720543
OXSM,7.4575412161708785,6.711362100215445,0.7461791159554334,1.6410098393192245,0.11650965054404325,0.20314942175720543
METTL21EP,6.768276848453356,6.228108541985323,0.5401683064680327,1.6683138515235751,0.11651640754081322,0.20314942175720543
METTL9,10.018673902018259,10.267776442399073,-0.24910254038081447,-1.6722471108822352,0.1165749401335799,0.20321795714908858
RNF219,7.961168338352114,7.070351523223045,0.8908168151290692,1.646411817270687,0.11659434104970146,0.20321826533163959
FASTKD1,9.123891992919265,8.770638427719195,0.35325356520007034,1.6838721803218755,0.11675782348910113,0.20346965910044312
RP3-406A7.7,8.670355147000723,8.15057737937084,0.5197777676298827,1.6387967340752143,0.11693977038830036,0.20375314204297398
SYP,7.503350545855857,7.941408503314374,-0.4380579574585175,-1.6384469204366743,0.11697366347587186,0.20377860853715252
SNX16,8.120625046254412,7.7166990896046075,0.4039259566498048,1.6415303332181497,0.11709486814063316,0.20392254548840744
CYGB,7.381266584126085,7.81302025127603,-0.4317536671499447,-1.636623690330784,0.11708406551070007,0.20392254548840744
MOB2,7.133302585456145,7.4736611296674,-0.3403585442112549,-1.634168796587781,0.11712760385353174,0.20394595624043552
DEPTOR,8.831508925412718,9.326653646349353,-0.49514472093663464,-1.6343399273620394,0.11724894025669844,0.2041236079468971
SLC25A14,9.046067201344446,9.453975828732629,-0.4079086273881831,-1.6398084002072884,0.11734617288006366,0.2042592447744365
ZC3H12D,6.481775585121859,5.811152005655678,0.6706235794661817,1.6318921860612359,0.11765089229533747,0.20471044651181625
TAP2,8.058923126452765,7.7505762032170695,0.30834692323569524,1.644250048876103,0.1176828477393158,0.20471044651181625
IGSF8,7.324820707338242,8.072623924410971,-0.7478032170727289,-1.6694858116210118,0.11766462294069362,0.20471044651181625
ACLY,9.397929141426264,8.816566549976855,0.5813625914494089,1.6329505997744063,0.11767181823272482,0.20471044651181625
FIGNL1,7.636601573085936,7.932819429688046,-0.29621785660211053,-1.631864816535274,0.11774072815479764,0.20477743292602268
GYG2,7.221614916521302,6.607685653315402,0.6139292632059004,1.632405484440978,0.11786418101874857,0.20495842367974848
IGSF10,6.804029094776654,6.208784706249456,0.5952443885271981,1.6601600976694075,0.11803974730585873,0.20506132600989854
LTV1,8.392208512812095,8.00992605608257,0.3822824567295253,1.6427014730092449,0.11800689915149842,0.20506132600989854
NIM1K,9.113966499223615,8.910750986913937,0.2032155123096775,1.6306394913064246,0.1179871965961838,0.20506132600989854
FRMD3,7.988645527613151,7.501843938800037,0.4868015888131145,1.633838109236287,0.11803085930128027,0.20506132600989854
MCRS1,6.487463708717108,7.023702196538778,-0.5362384878216702,-1.6416131295063578,0.11802299195445919,0.20506132600989854
ZNF358,9.105943634934034,8.526597978032312,0.5793456569017224,1.630017251900121,0.11802439973665906,0.20506132600989854
RP11-981G7.6,6.653196403424941,7.412618992673787,-0.759422589248846,-1.6310431374245389,0.11808052561644508,0.2050887712559782
DHCR7,8.209073216028022,8.593965841653791,-0.38489262562576876,-1.640829662854355,0.11809434780391062,0.2050887712559782
NSRP1,8.200566903643415,7.937581805696033,0.26298509794738134,1.6373099637684199,0.11816664637156303,0.20518062069543244
TBRG1,8.344885819771175,8.652164172991117,-0.30727835321994235,-1.637956161754095,0.11824768438882241,0.20528761236233237
CAPZB,10.632198131082976,11.064026364178146,-0.43182823309516927,-1.6297097678560362,0.1183080771416889,0.20535873291704324
CLIP1,9.842879734943134,10.14555721429878,-0.30267747935564593,-1.637221330049744,0.1184396694209425,0.2055533977095359
CDK16,7.69704090061075,8.203224651726606,-0.5061837511158558,-1.627732662625439,0.11850483156242406,0.205632727256465
UBR3,9.99350010254675,10.492450655860592,-0.49895055331384164,-1.6349920219377043,0.11856376231599466,0.20570121966886257
FAM149B1,5.644463196168178,6.659435498858618,-1.01497230269044,-1.6453050013001271,0.11863378845468013,0.20578893629051914
MMS19,8.324931047892107,7.615985364439894,0.7089456834522139,1.6669850276856537,0.11866343625855552,0.20579399903432014
ABHD5,7.125289135568261,6.767236194107233,0.35805294146102806,1.639160402833424,0.11868900170186912,0.20579399903432014
RP6-201G10.2,6.824081989488211,6.2224033339278,0.601678655560411,1.6313949708636528,0.11869511040698608,0.20579399903432014
PPP1R21,9.015647880680586,9.446562994674315,-0.43091511399372884,-1.6343569757289296,0.11883624010885604,0.2059635197227406
KIAA1549,7.29451288987155,7.954400368216467,-0.6598874783449169,-1.6836064828411685,0.11884232266857232,0.2059635197227406
DGCR2,10.98498668664922,10.668751404172408,0.31623528247681243,1.6283995263960767,0.11885133575903109,0.2059635197227406
NUB1,8.669765050146058,8.961563929817558,-0.2917988796715001,-1.6295787845964127,0.11887129425903051,0.20596434217541573
APBB2,9.09192887484095,9.629194846682235,-0.5372659718412862,-1.6262314596359257,0.11895513389660894,0.20607583094412538
RAVER2,5.711330889116505,6.322778987186149,-0.6114480980696442,-1.6521783824582785,0.11909843312621188,0.2062902730750755
RPA3OS,6.3867859631403325,6.76060884626971,-0.3738228831293773,-1.6349259759032368,0.1192430646381939,0.20648592669362456
LOC102724316,6.2365432360437465,6.816757903130963,-0.5802146670872164,-1.6244133494779514,0.11925045714356049,0.20648592669362456
GLT8D1,8.904923555567793,9.20939848522291,-0.30447492965511636,-1.6238264285558022,0.11932931818449628,0.20658863781990014
POGLUT1,7.685065909467227,7.177198345088649,0.5078675643785777,1.6308610330379136,0.1194013107634315,0.20667942624533064
SNX4,8.12761816439112,7.7128640523743535,0.41475411201676593,1.6419758432317697,0.11952169435102548,0.20685393434588906
UPF3A,10.774882771152331,10.51941533226355,0.25546743888878076,1.655093914952847,0.11957441169321913,0.20691129579456857
PAPOLG,8.256511358213649,8.550036021928374,-0.2935246637147255,-1.6698794720634327,0.11970259395783242,0.20709920142851826
LOC286161,7.279927214837324,7.583150166588396,-0.3032229517510725,-1.6252462606943903,0.11975905577927022,0.20710059872055847
WDR5,7.100124645192134,6.605279144685924,0.49484550050620957,1.6236363306283748,0.11975630316282636,0.20710059872055847
NLRP1,7.517076183939015,6.636834414013306,0.8802417699257097,1.6488346913559613,0.11978053271062329,0.20710059872055847
LINC00675,7.773864285070816,7.257050832938979,0.5168134521318377,1.6261068070923488,0.11978176715329623,0.20710059872055847
CSGALNACT2,9.55277199706416,9.11508852401376,0.4376834730503987,1.6259316672885646,0.11986222370932523,0.20713806879700458
CACNB4,7.538464928352906,8.303607312648342,-0.7651423842954364,-1.649526565059579,0.11985526187579479,0.20713806879700458
TSPAN2,6.496038419436114,6.799950858288609,-0.3039124388524952,-1.6215272061858554,0.1198249799594305,0.20713806879700458
SPRED3,6.8165926609026855,7.6528750357365585,-0.836282374833873,-1.6552133068929475,0.11996368724155546,0.20721178722720307
PGM3,6.812821085978918,7.286987636640074,-0.4741665506611561,-1.6341748439084418,0.11995182428037852,0.20721178722720307
F7,6.668223476026616,7.163205703440486,-0.4949822274138702,-1.6417812082607466,0.1199466062898225,0.20721178722720307
STAM,8.655231869314758,8.183091091435736,0.4721407778790212,1.6224274544257933,0.12012248024989462,0.20745217100500507
TYW1,7.870548331456509,8.16705900884537,-0.29651067738886194,-1.623593219447158,0.12022386688724483,0.2075933513337251
DCLK1,11.297171453818475,11.82016469623494,-0.5229932424164652,-1.6509542359635514,0.12026379652003628,0.20762838363764552
RAB3B,7.255049727610404,7.892947461775123,-0.6378977341647198,-1.6231684430778592,0.12029619967878197,0.20765041260685896
PLCB4,6.676902384850813,6.001589032877738,0.6753133519730747,1.6190302913298917,0.12050356921818939,0.20797440493150693
SLC7A1,10.979438307932613,11.400966748109475,-0.4215284401768624,-1.6498428170566244,0.12065584938910899,0.20820322949596332
PRPF18,5.941497038596022,6.61681678230551,-0.6753197437094878,-1.6287368588133295,0.1206891768397298,0.20822674855113166
SCN7A,6.970792435785275,6.340503571689981,0.6302888640952942,1.6317093079263634,0.12111623148974422,0.2088953635304432
C11orf87,8.714446488529182,9.068927680673182,-0.3544811921440001,-1.6283819879477563,0.12110164566824828,0.2088953635304432
PLS3,9.512778473734304,9.148149683388773,0.364628790345531,1.6182940495739069,0.12124814876429744,0.20908877334215145
AKAP5,6.727829675719226,7.5066022146803055,-0.7787725389610793,-1.6163962253765318,0.12127820087594955,0.20910648531392315
RP11-196G18.24,7.291532619664326,6.7125785375407885,0.5789540821235377,1.6307979285030871,0.12137560102711306,0.20924029329054342
PDSS1,6.752416426373591,6.479814538540311,0.27260188783327965,1.6141860145440026,0.12148907787066801,0.2094017678413226
IBTK,8.446642015986106,7.905772094962545,0.5408699210235604,1.63261639964776,0.12156929514416626,0.2095058720197231
ZNF490,6.835430852170424,6.230799320691674,0.6046315314787494,1.618333123211966,0.12160222717171146,0.2095284667371087
STOM,10.615312488803731,10.17407409442451,0.4412383943792211,1.6156045743220955,0.12171431665354812,0.209641549329269
MINOS1,9.821729296032384,9.360141354739719,0.4615879412926649,1.6185728779733457,0.12169396664460766,0.209641549329269
POLH,6.383607201396304,6.969653478676872,-0.5860462772805679,-1.6214703919237996,0.12172735122344652,0.209641549329269
TYROBP,7.420475407944435,7.868557260410374,-0.4480818524659389,-1.6286922653932048,0.12180293269539491,0.20973754707982076
ZNF227,6.136497694961053,6.794005694010285,-0.6575079990492325,-1.6637316523932661,0.12194624832278421,0.20990153402150308
ITGB2,6.907591505944813,6.427169746153563,0.4804217597912501,1.6118337184382094,0.12195773549901352,0.20990153402150308
ALPK1,8.065107250456967,7.549952199855577,0.5151550506013898,1.6130231361459877,0.12194610299747184,0.20990153402150308
PEX13,7.507983725226682,7.053474477577358,0.454509247649324,1.6162102181033327,0.12200934994398911,0.20995618399119467
APBA1,8.362707581721304,8.805695784859255,-0.4429882031379506,-1.6119504465332344,0.12204897553738975,0.20999018886812287
HS6ST1,9.151434022014948,8.902176074875758,0.24925794713919025,1.6088045245581282,0.12262699565639888,0.2109271645423709
MPP3,8.086533693641929,8.512252726285311,-0.4257190326433822,-1.608460666795769,0.12269332464015123,0.2109271645423709
ICK,5.494794371263719,4.812669195675529,0.6821251755881903,1.6224322890487886,0.12266544539465166,0.2109271645423709
RGL1,11.524169156959005,11.295626549985228,0.22854260697377704,1.6460835388672723,0.12264188604854336,0.2109271645423709
SPG11,8.443504141834165,8.758534827905793,-0.3150306860716281,-1.6138248433728577,0.12268609245407255,0.2109271645423709
LOC340085,8.894013478940973,8.377377455559808,0.5166360233811655,1.6081680732224104,0.12273682456817891,0.2109676378065397
NBN,9.90917405069484,9.508433064865276,0.4007409858295645,1.6109042599866763,0.12287451722843193,0.2111699758773783
MARK4,10.580621954754994,11.277371590094244,-0.6967496353392502,-1.6073518262483037,0.12298662426441563,0.21127476354780428
CKAP4,9.515664274483361,9.713612533495443,-0.19794825901208135,-1.6069791272205252,0.12299544933054465,0.21127476354780428
AP1G1,9.09909087507284,9.5022853414746,-0.4031944664017608,-1.6331407938781712,0.12299041879839206,0.21127476354780428
RP11-710C12.1,6.61709496861589,5.805362689712595,0.8117322789032952,1.6260836996131962,0.12328096279308949,0.21173079734943118
CEP95,8.69546332344314,8.285098781184853,0.41036454225828756,1.605088254619137,0.12350305804618132,0.21204333711323414
RASSF8-AS1,7.183844961897902,6.598618799158019,0.5852261627398834,1.6046967215447925,0.12350261772966495,0.21204333711323414
U2SURP,9.258765198722138,8.956818920147091,0.30194627857504663,1.6045527110307993,0.12354085111175651,0.21207377997765153
TFDP1,7.099537291344289,7.549330536451534,-0.4497932451072453,-1.6124587669745931,0.12362006702459147,0.2121408650189864
ZNF385D,8.6062424180652,8.976809232545559,-0.3705668144803589,-1.630766164175987,0.12361126660076285,0.2121408650189864
ZNF418,7.365945457565287,6.934794185252569,0.431151272312718,1.6042693582902794,0.12369175987379492,0.21219500058842683
SCN2B,7.8957835940972405,8.580388876100114,-0.6846052820028738,-1.6042980379741905,0.12369023469049588,0.21219500058842683
GARS,9.64931998287671,10.017586569789199,-0.3682665869124886,-1.6046953471434877,0.12384426496400458,0.21242215235023404
HEYL,6.79437898394424,6.416247319187717,0.3781316647565225,1.6083509730178152,0.12411103004595789,0.2127761431423647
APOL2,7.514671984260789,7.8883920639297,-0.3737200796689111,-1.6077225148305172,0.12410247042681907,0.2127761431423647
LILRB4,6.129664799408864,5.674450515392,0.45521428401686403,1.6191190066166044,0.12408521439063801,0.2127761431423647
PLCL1,6.6377984371838945,6.233003163905385,0.40479527327850917,1.612023401471779,0.12417835315511809,0.21283217161613927
EDC3,8.228730230300881,7.712375486858902,0.5163547434419788,1.6090683771133876,0.12418397829234198,0.21283217161613927
PIGU,7.290203885657283,7.548896441849204,-0.2586925561919218,-1.6024444364764585,0.12430963936122814,0.21299074769802903
LCLAT1,7.927768047733025,8.299721576023774,-0.37195352829074935,-1.6050364042311374,0.1243168019389688,0.21299074769802903
ZBTB21,9.262053856972342,9.692841840673493,-0.43078798370115123,-1.6027427985049973,0.1243567890473054,0.21302473132702404
POP5,7.55064821755421,7.852754985347667,-0.3021067677934566,-1.6226398457826274,0.1243816623610145,0.21303281801981275
ABCA5,7.456811083867454,7.835982121505942,-0.37917103763848736,-1.6056446661272303,0.12445635145933016,0.21312620950535868
GNL1,9.017728875519442,8.641455161804997,0.3762737137144452,1.598595701283158,0.12492151798043227,0.2138881384145043
COMMD1,7.456830692731105,7.788440033510357,-0.3316093407792513,-1.6032582933701274,0.12506399763320225,0.21409741198066087
ANGPTL2,6.260091533401851,6.659304364647053,-0.3992128312452019,-1.5975928652100688,0.12509779688055842,0.21412059760757496
DNAJC12,9.010107024915005,9.45276801244478,-0.44266098752977534,-1.6095695934349343,0.1253437118407324,0.21450677964519707
TCEAL7,7.703813678849466,8.566365601931217,-0.8625519230817513,-1.6024337616952382,0.12539652164748466,0.2145624199312982
CCDC181,9.07797471794522,9.626175501050701,-0.5482007831054805,-1.59637680412181,0.1254214900558314,0.21457041129312082
APBA2,10.638102021630157,10.880276999636827,-0.24217497800666976,-1.6067792216581123,0.1254918634535298,0.2146560661112077
ELMO1,7.781169421018072,8.217723741225623,-0.43655432020755036,-1.6037296466325865,0.125531282792535,0.21468875431158185
BEX4,8.826412757891369,9.52392940536591,-0.6975166474745418,-1.599238419208418,0.1256321826676589,0.2148265614655164
CUL7,7.5634917567274345,7.819616292586998,-0.25612453585956363,-1.6278142585773363,0.12574503758697309,0.21498476343714903
